period,haz_treated,haz_control,period_length_days,hr,hr_lo,hr_up,S_treated,S_control,delta_rmst_period_days
114,0.0039573128639765415,0.012895964447857977,30,0.3068644365434686,0.30343487240152206,0.3094136339350269,0.632839961772913,0.32626421386870447,9.144827497249302
115,0.004143519025444878,0.013495282860497946,30,0.30703461856093256,0.30350932092804267,0.30961539271396926,0.6302177773512452,0.3218611860152883,9.197272437126257
116,0.004178423582176196,0.013603411918929975,30,0.30715996891645,0.30342867976060234,0.3097829855675108,0.6275844605284541,0.317482775721207,9.250697740078706
117,0.004726013834213074,0.01536880602140612,30,0.3075068959573401,0.3037028914404405,0.3103232778750862,0.6246184876858594,0.3126034445260102,9.303050544217413
118,0.004849653117361949,0.01575673242157364,30,0.3077829201898454,0.30368840819579157,0.31056718518136855,0.6215893046898917,0.3076778356965516,9.360451294795475
119,0.004886724842699908,0.015874601379304784,30,0.3078329166155049,0.3037080294457237,0.31063829091623557,0.618551768792707,0.3027935727016216,9.417344069800203
120,0.0033641103343108477,0.011052350537208192,30,0.30437962702914934,0.3035691407722869,0.3050349997424892,0.6164708923950052,0.2994469919957096,9.472745882732562
121,0.0035750931706644133,0.01174157645141361,30,0.3044815306920729,0.3036182941745835,0.3051131542350136,0.6142669515176904,0.2959310122460462,9.510717011978867
122,0.0035773585963921,0.011752214012733537,30,0.30439869394107594,0.3034021317235059,0.30509360170675254,0.612069498358199,0.29245316765712576,9.550078178149327
123,0.003710527751068422,0.012187206797355134,30,0.30446088367628915,0.3034246023823305,0.30518064749832385,0.6097983974989584,0.2888889804243468,9.588489921032197
124,0.003838844923625239,0.012605888738774003,30,0.3045279078037134,0.303481301642603,0.3052532708068661,0.6074574760162847,0.28524727807925965,9.627282512238347
125,0.003934473683166063,0.012917116612125305,30,0.30459380381166257,0.3035552185443762,0.305354127019135,0.6050674505632562,0.2815627057250185,9.666305938110753
126,0.004074874463616614,0.013371362107366365,30,0.3047463998728851,0.30362690799489167,0.3055095946376325,0.6026018766601903,0.2777978288308395,9.705142345147129
127,0.00420323304727779,0.013781932658660302,30,0.3049813949451102,0.30359326196563047,0.30565164878686185,0.6000690005378606,0.2739692378611708,9.744121434880524
128,0.003853651470166463,0.012643263538679235,30,0.3047987933160674,0.3028711427030142,0.3056272786824788,0.5977565437517366,0.27050537258540086,9.782992880300695
129,0.0041192864825205415,0.013510573149828519,30,0.3048935405507075,0.302899940549052,0.30570578815382105,0.5952942133012218,0.26685068996166417,9.817535134990072
130,0.004150910231506118,0.013613005634186708,30,0.30492239135506016,0.30291362102080266,0.3057408720946326,0.5928232004604733,0.26321805001572945,9.853305700186729
131,0.004311501670998806,0.014131419639874333,30,0.30510039195447364,0.3027539793250536,0.30591931044910237,0.5902672422410812,0.25949840529416773,9.888154513342316
132,0.004344591126934688,0.01423845391139204,30,0.30513082066154845,0.3027665389840418,0.30595605199370535,0.5877027724179203,0.255803549210307,9.923065108407403
133,0.004669054459132292,0.01529560811533288,30,0.30525458183332116,0.30292530582245436,0.3060510935099049,0.5849587561677181,0.25189087836707486,9.9569766962284
134,0.0047048800364271545,0.015411375066918805,30,0.3052861938663985,0.30293918585325097,0.306088843175612,0.5822065953936914,0.24800889356462424,9.992036334019296
135,0.004740978841913676,0.015528000760619571,30,0.3053180454458266,0.3029531723473317,0.30612687958756113,0.5794463662433073,0.24415781127671235,10.025931054872013
136,0.004777352933856836,0.015645491302643283,30,0.30535013835261976,0.3029672661160573,0.30616520488810994,0.5766781464455221,0.24033784236391012,10.058656648997848
137,0.0047426621863344105,0.015539937389684138,30,0.30519184649242714,0.30298674856551955,0.30626555672903166,0.5739431568066894,0.23660300734120318,10.090209122448359
138,0.0051013875963456575,0.016702418415544765,30,0.3054280804986809,0.30295081443165295,0.3066741055761563,0.5710152503055482,0.2326511649142142,10.120204483964585
139,0.005140520656439145,0.01682872834383678,30,0.3054610277978472,0.3029648771647852,0.3067166235771766,0.5680799346162108,0.22873594166099573,10.15092256174002
140,0.005867001587272095,0.019195200117475317,30,0.30564940981942534,0.30351802362661817,0.3067594645022541,0.56474700873812,0.22434530948675374,10.18031978865645
141,0.005911993352759609,0.019340207997333794,30,0.30568406263131326,0.30353645885425573,0.3068026307633022,0.5614082281764694,0.2200064245380537,10.212050977540988
142,0.005957327857823374,0.019486287341018253,30,0.30571897835475903,0.30355503539732415,0.3068461247896229,0.5580637352991424,0.21571931613263515,10.242054109152471
143,0.006003007678255398,0.019633445703177016,30,0.3057541589494916,0.3035737543314264,0.30688994902802375,0.5547136744111858,0.21148400265221856,10.270332574995217
144,0.004865925330948748,0.015965561940176252,30,0.3047763272712611,0.3035926167402341,0.3054617587342369,0.5520144790914447,0.20810754170851817,10.296890152769016
145,0.004903287631083435,0.016086671970450734,30,0.30480435232906966,0.30361162371554606,0.30549505203576177,0.5493077933239368,0.20475978395047634,10.317208121487797
146,0.004940935280667249,0.016208684468512653,30,0.3048325908413862,0.3036307763573478,0.30552859910155183,0.546593699067957,0.20144089722058225,10.336440281203812
147,0.006354369873559641,0.020795653638267148,30,0.3055624018408654,0.30556240184086536,0.3055624018408654,0.543120440533522,0.19725180209340124,10.354584055421242
148,0.006403105575936116,0.020952813165188693,30,0.30559646217694186,0.3055964621769418,0.30559646217694186,0.5396427830123369,0.19311882193764143,10.376059153203625
149,0.006452212636234081,0.02111113479152049,30,0.30563078204709676,0.30563078204709676,0.30563078204709676,0.5361608930287322,0.18904186445693624,10.395718832240865
150,0.006501693846769883,0.021270626721947697,30,0.3056653634028203,0.3056653634028203,0.3056653634028203,0.5326749390496486,0.18502082552325172,10.413570857153877
151,0.006551552020280555,0.021431297213192247,30,0.3057002082098737,0.30570020820987365,0.3057002082098737,0.529185091476565,0.18105558922083273,10.429623405791906
152,0.0066017899900642765,0.021593154574252208,30,0.3057353184483885,0.3057353184483885,0.3057353184483886,0.5256915226367638,0.17714602789625497,10.443885067671967
